Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp,Engine Condition
1137.1914366503108,1.426063851549046,13.41908648277673,1.9712790947373315,96.47412845898633,81.17149075544182,1
1448.305858974166,2.9167939063836923,16.282922252212007,2.2915007390359245,77.76470052663491,90.30231660910759,0
1576.3630185565744,3.4121565918784835,16.698611590447918,1.7118050653576644,78.36392550742167,88.97511644156428,0
1492.5931834441292,2.902629579864605,13.397922145248856,2.426770720331865,77.55886921383033,85.0929317775794,0
1210.8136518252816,2.1217742852936037,9.191518301588284,1.7371694975650576,92.3263093353566,91.64667940573781,1
888.6114764149124,1.6520811207414023,8.575101362732367,1.9678780933667317,108.51807546628008,87.56716943958651,1
893.0696354430369,2.0913234011750177,16.03612785376158,1.700140563153202,87.29165432427901,110.92804313865656,1
1421.707443126314,2.541892176322765,14.256627956409117,2.420203759000571,77.63282389454791,75.11258373390316,0
930.935360700583,1.9281138707124266,15.003004429485406,1.2314118655725084,99.62263739174959,89.59656304859347,1
1438.7605525696704,3.037814852019377,13.215869861492221,2.5180738426941502,82.09224442736256,84.52447616696978,0
1302.7577005318492,3.173851016250836,15.868141567442658,2.605382197276455,84.42255395059561,80.6478051297051,0
1550.052869582053,2.6875999408638576,18.980504951013653,2.4991141623006623,84.3098076286124,78.15195901203533,0
1124.0513073833156,1.9834838823358927,7.962579199196483,2.1742900850927205,98.96460290356877,91.84234213631288,1
1252.3860352727336,1.544504242051339,11.186096355758858,1.277699697528557,86.00324954204014,97.57486300682966,1
1074.428661597702,1.8496613901332857,8.425401681522422,1.2264853581641806,96.89832987697511,87.71855997253905,1
1419.7534685915998,3.2404527131646277,13.31645190535888,2.669475324430914,74.15812567039268,76.61933317203827,0
1370.4553240172283,2.6155274117519016,5.106195831139613,1.5088223289861187,99.24576597515167,95.83998744384333,1
938.1832279431493,1.572784685376979,13.976114493607028,1.1739206419287949,94.49985852572657,88.07800513233286,1
1511.2906740705992,2.8864125537527308,16.358288040803004,2.7137761802281,82.25409500949688,80.22216207265268,0
1313.0641128847067,3.34152346783675,14.502445670644356,2.157520057558429,80.74520344221162,79.46316861114542,0
1679.0101272100494,2.955620869763806,15.267558451971754,2.983337586395898,76.49579523020773,83.240205070277,0
1270.6683792526674,3.0965343698063337,16.34495375620136,2.1856715430696227,78.48350252183646,72.94508765888439,0
1120.6687869698035,2.33407949118948,13.215813809602883,1.5333877205900637,93.77646692112184,97.87144579696992,1
1047.518588794367,2.1529929050828556,16.02356446787704,2.318440888750629,99.6173884377227,103.21966501263115,1
